ztf_object_id,has_tns,tns_cls,spec_z,report_group
ZTF19aaqtoue,Yes_TNS,None,-99.0,GaiaAlerts
ZTF19aaeqwqe,No_TNS,None,-99.0,None
ZTF18achmjmq,No_TNS,None,-99.0,None
ZTF18abwkiib,No_TNS,None,-99.0,None
ZTF18acclpkd,No_TNS,None,-99.0,None
ZTF18acfkzix,No_TNS,None,-99.0,None
ZTF18aamsaen,No_TNS,None,-99.0,None
ZTF20acurome,Yes_TNS,None,-99.0,ALeRCE
ZTF20aaohgib,No_TNS,None,-99.0,None
ZTF18acdqssg,No_TNS,None,-99.0,None
ZTF19achzbsf,No_TNS,None,-99.0,None
ZTF18abvkujq,No_TNS,None,-99.0,None
ZTF18adccybw,No_TNS,None,-99.0,None
ZTF19acvuctb,No_TNS,None,-99.0,None
ZTF18abmnxmm,No_TNS,None,-99.0,None
ZTF19aachuxl,No_TNS,None,-99.0,None
ZTF18acsxpik,No_TNS,None,-99.0,None
ZTF19achlvve,No_TNS,None,-99.0,None
ZTF19aatrdth,No_TNS,None,-99.0,None
ZTF18abiebxp,No_TNS,None,-99.0,None
ZTF18abydmfv,Yes_TNS,None,-99.0,ATLAS
ZTF20abokcdu,No_TNS,None,-99.0,None
ZTF18abvrgjc,No_TNS,None,-99.0,None
ZTF18abadtae,No_TNS,None,-99.0,None
ZTF20acuuwpn,No_TNS,None,-99.0,None
ZTF19aapgbcf,No_TNS,None,-99.0,None
ZTF18abrbsjx,No_TNS,None,-99.0,None
ZTF19aachuwk,No_TNS,None,-99.0,None
ZTF18acmwjrk,No_TNS,None,-99.0,None
ZTF18abodshq,No_TNS,None,-99.0,None
ZTF18aczerao,Yes_TNS,None,-99.0,ZTF
ZTF21aapkcrs,Yes_TNS,None,-99.0,ALeRCE
ZTF18absoomk,Yes_TNS,SN Ia,0.069,ZTF
ZTF19aaapjme,No_TNS,None,-99.0,None
ZTF19aatqdeu,No_TNS,None,-99.0,None
ZTF18abcddmu,No_TNS,None,-99.0,None
ZTF17aabvauf,No_TNS,None,-99.0,None
ZTF19aaqtwil,No_TNS,None,-99.0,None
ZTF20acbnlrv,No_TNS,None,-99.0,None
ZTF18acdyxfk,No_TNS,None,-99.0,None
ZTF18accseap,No_TNS,None,-99.0,None
ZTF18acpupjc,No_TNS,None,-99.0,None
ZTF21aakzmaq,Yes_TNS,SN Ia,0.036,ATLAS
ZTF18acdwnve,No_TNS,None,-99.0,None
ZTF20aamxawa,No_TNS,None,-99.0,None
ZTF18acwctja,No_TNS,None,-99.0,None
ZTF18acwargy,No_TNS,None,-99.0,None
ZTF18acnaiqx,No_TNS,None,-99.0,None
ZTF18achokyu,No_TNS,None,-99.0,None
ZTF21aamxbem,Yes_TNS,None,-99.0,ALeRCE
ZTF18abjmlaf,No_TNS,None,-99.0,None
ZTF18acaqmbw,No_TNS,None,-99.0,None
ZTF18aboqyru,No_TNS,None,-99.0,None
ZTF19aanxqhp,No_TNS,None,-99.0,None
ZTF18abcgljs,No_TNS,None,-99.0,None
ZTF18abedvyk,No_TNS,None,-99.0,None
ZTF21aaqchgu,Yes_TNS,None,-99.0,ALeRCE
ZTF18acdwavm,Yes_TNS,None,-99.0,ZTF
ZTF20abftuuo,No_TNS,None,-99.0,None
ZTF18aagslba,No_TNS,None,-99.0,None
ZTF19abqgmuw,No_TNS,None,-99.0,None
ZTF18abhbddx,No_TNS,None,-99.0,None
ZTF18abrwrtn,No_TNS,None,-99.0,None
ZTF20abaejir,No_TNS,None,-99.0,None
ZTF18abidzdz,No_TNS,None,-99.0,None
ZTF21aaphjei,Yes_TNS,None,-99.0,SGLF
ZTF18abvfecb,Yes_TNS,SN II,0.125,ZTF
ZTF18abvkqmy,No_TNS,None,-99.0,None
ZTF18abccpkl,No_TNS,None,-99.0,None
ZTF18achjzob,No_TNS,None,-99.0,None
ZTF18ackijsr,No_TNS,None,-99.0,None
ZTF18acfgyfq,No_TNS,None,-99.0,None
ZTF18abpvkcf,No_TNS,None,-99.0,None
ZTF18abaktue,No_TNS,None,-99.0,None
ZTF18aabfegk,No_TNS,None,-99.0,None
ZTF18adbclgt,No_TNS,None,-99.0,None
ZTF18abuhzfc,Yes_TNS,SN Ia,0.0383,ZTF
ZTF18acfpnsx,No_TNS,None,-99.0,None
ZTF19abuwhdf,No_TNS,None,-99.0,None
ZTF18aazsczf,No_TNS,None,-99.0,None
ZTF18abaphxl,No_TNS,None,-99.0,None
ZTF21aarzxmn,Yes_TNS,None,-99.0,ALeRCE
ZTF21aaisube,Yes_TNS,None,-99.0,ATLAS
ZTF17aaarxek,No_TNS,None,-99.0,None
ZTF18abrpkdw,Yes_TNS,None,-99.0,ZTF
ZTF18acdqswa,No_TNS,None,-99.0,None
ZTF18acfsoyn,No_TNS,None,-99.0,None
ZTF18abugmrg,Yes_TNS,None,-99.0,ZTF
ZTF18absqeyv,No_TNS,None,-99.0,None
ZTF21aagdrdu,Yes_TNS,None,-99.0,ZTF
ZTF18abcorpk,No_TNS,None,-99.0,None
ZTF18acixclj,No_TNS,None,-99.0,None
ZTF18abzrumy,No_TNS,None,-99.0,None
ZTF18abasdey,No_TNS,None,-99.0,None
ZTF18abryoen,No_TNS,None,-99.0,None
ZTF19abkehhp,No_TNS,None,-99.0,None
ZTF18abadoyu,No_TNS,None,-99.0,None
ZTF20abxusan,No_TNS,None,-99.0,None
ZTF18abfifhu,No_TNS,None,-99.0,None
ZTF18acbvkhl,No_TNS,None,-99.0,None
ZTF18abtddtf,No_TNS,None,-99.0,None
ZTF21aapkjod,Yes_TNS,None,-99.0,SGLF
ZTF18abgjned,No_TNS,None,-99.0,None
ZTF18aceitqw,No_TNS,None,-99.0,None
ZTF18abvhfnn,No_TNS,None,-99.0,None
ZTF19aaapkbc,No_TNS,None,-99.0,None
ZTF18abvjyxa,No_TNS,None,-99.0,None
ZTF18acfmfif,No_TNS,None,-99.0,None
ZTF18acdvatr,No_TNS,None,-99.0,None
ZTF18abyqdsx,No_TNS,None,-99.0,None
ZTF20aavevre,No_TNS,None,-99.0,None
ZTF20aaorunh,No_TNS,None,-99.0,None
ZTF18abosehb,No_TNS,None,-99.0,None
ZTF18acatyqs,No_TNS,None,-99.0,None
ZTF20aclnhcy,No_TNS,None,-99.0,None
ZTF20aaoslaj,No_TNS,None,-99.0,None
ZTF21aahlain,No_TNS,None,-99.0,None
ZTF21aaeibqp,No_TNS,None,-99.0,None
ZTF18abttamx,No_TNS,None,-99.0,None
ZTF18abeshov,No_TNS,None,-99.0,None
ZTF18acaipdc,Yes_TNS,SN Ia-pec,0.053,GaiaAlerts
ZTF20aadszay,No_TNS,None,-99.0,None
ZTF20acligwk,No_TNS,None,-99.0,None
ZTF18absplwk,No_TNS,None,-99.0,None
ZTF18abthaii,Yes_TNS,None,-99.0,ZTF
ZTF20aauyhwo,No_TNS,None,-99.0,None
ZTF21aacjmqo,No_TNS,None,-99.0,None
ZTF18abwktmm,Yes_TNS,SN Ia,0.05,ZTF
ZTF18abktmfz,Yes_TNS,SN Ib,0.020457,ATLAS
ZTF19aaapfde,Yes_TNS,None,-99.0,ZTF
ZTF18adassil,No_TNS,None,-99.0,None
ZTF18acgnmqt,No_TNS,None,-99.0,None
ZTF19aaswvnp,No_TNS,None,-99.0,None
ZTF18acspnpq,No_TNS,None,-99.0,None
ZTF21aaeuaxb,No_TNS,None,-99.0,None
ZTF21aaifulk,No_TNS,None,-99.0,None
ZTF18aaftbtl,No_TNS,None,-99.0,None
ZTF19abamwrs,No_TNS,None,-99.0,None
ZTF19acekeac,No_TNS,None,-99.0,None
ZTF18abwsfdy,No_TNS,None,-99.0,None
ZTF18abcxiwb,No_TNS,None,-99.0,None
ZTF21aaigspl,No_TNS,None,-99.0,None
ZTF18abaszer,No_TNS,None,-99.0,None
ZTF18abckrjs,No_TNS,None,-99.0,None
ZTF20abfwbfx,No_TNS,None,-99.0,None
ZTF21aantrvf,Yes_TNS,None,-99.0,ALeRCE
ZTF19aarswms,No_TNS,None,-99.0,None
ZTF18abnxzdw,No_TNS,None,-99.0,None
ZTF18abchcpp,No_TNS,None,-99.0,None
ZTF18abajwur,No_TNS,None,-99.0,None
ZTF21aagocor,Yes_TNS,SN Ia,0.06,ALeRCE
ZTF21aanywbt,Yes_TNS,None,-99.0,ALeRCE
ZTF21aaqarsw,Yes_TNS,None,-99.0,ALeRCE
ZTF18abwtfsh,Yes_TNS,None,-99.0,ATLAS
ZTF17aaabgdz,No_TNS,None,-99.0,None
ZTF18acesmgc,No_TNS,None,-99.0,None
ZTF18abuiknd,Yes_TNS,SN Ia,0.108,ATLAS
ZTF20aaulfzv,No_TNS,None,-99.0,None
ZTF18abtyrkk,No_TNS,None,-99.0,None
ZTF18acgiqyg,No_TNS,None,-99.0,None
ZTF18absljlb,No_TNS,None,-99.0,None
ZTF21aamsqsb,No_TNS,None,-99.0,None
ZTF18acyqbvr,No_TNS,None,-99.0,None
ZTF18ablwxwe,No_TNS,None,-99.0,None
ZTF18abgrlpv,Yes_TNS,SLSN-II,0.2104,ZTF
ZTF18ackrjqo,No_TNS,None,-99.0,None
ZTF18achkwro,No_TNS,None,-99.0,None
ZTF19aatchzz,No_TNS,None,-99.0,None
ZTF20aczfjyk,No_TNS,None,-99.0,None
ZTF18acyrgsh,No_TNS,None,-99.0,None
ZTF18abtphpi,No_TNS,None,-99.0,None
ZTF18abccqcf,No_TNS,None,-99.0,None
ZTF18abtluig,No_TNS,None,-99.0,None
ZTF18abuvcfy,No_TNS,None,-99.0,None
ZTF18abpuqol,No_TNS,None,-99.0,None
ZTF18aabhmme,No_TNS,None,-99.0,None
ZTF18abtswjk,Yes_TNS,SN IIn,0.0503,ZTF
ZTF18adbpgej,No_TNS,None,-99.0,None
ZTF20acfxelq,No_TNS,None,-99.0,None
ZTF19aaohkoj,No_TNS,None,-99.0,None
ZTF18abwpsyk,No_TNS,None,-99.0,None
ZTF18adbqspy,No_TNS,None,-99.0,None
ZTF18abcxadk,No_TNS,None,-99.0,None
ZTF18abnygsu,No_TNS,None,-99.0,None
ZTF18acrxont,No_TNS,None,-99.0,None
ZTF18absliyc,Yes_TNS,SN Ic,0.08,ZTF
ZTF19aaaelyk,No_TNS,None,-99.0,None
ZTF18abtkqkb,Yes_TNS,SN Ia,0.08,ATLAS
ZTF18abccoek,No_TNS,None,-99.0,None
ZTF18acaeous,Yes_TNS,SN Ia,0.059,ATLAS
ZTF18abnodhk,No_TNS,None,-99.0,None
ZTF18abnbjid,No_TNS,None,-99.0,None
ZTF19aamrbnk,No_TNS,None,-99.0,None
ZTF18acdyghq,No_TNS,None,-99.0,None
ZTF18aakhoaq,No_TNS,None,-99.0,None
ZTF18abupgql,Yes_TNS,SN Ia,0.046,ATLAS
ZTF18abmoqqd,No_TNS,None,-99.0,None
ZTF19aaemhzj,No_TNS,None,-99.0,None
ZTF18abvjyxt,No_TNS,None,-99.0,None
ZTF18acceyix,No_TNS,None,-99.0,None
ZTF18acwfdht,No_TNS,None,-99.0,None
ZTF19acnqjgh,No_TNS,None,-99.0,None
ZTF18acftqdi,No_TNS,None,-99.0,None
ZTF18abqtavz,No_TNS,None,-99.0,None
ZTF18aamtzww,No_TNS,None,-99.0,None
ZTF20accxlad,No_TNS,None,-99.0,None
ZTF21aadqiut,No_TNS,None,-99.0,None
ZTF19acifggh,No_TNS,None,-99.0,None
ZTF18acbuxdw,No_TNS,None,-99.0,None
ZTF18acgixnu,No_TNS,None,-99.0,None
ZTF20aaeikqw,No_TNS,None,-99.0,None
ZTF18acfvquo,No_TNS,None,-99.0,None
ZTF18actxeqq,No_TNS,None,-99.0,None
ZTF18acnlzrs,No_TNS,None,-99.0,None
ZTF19aapuhjq,No_TNS,None,-99.0,None
ZTF18abuaqts,No_TNS,None,-99.0,None
ZTF21aadsari,No_TNS,None,-99.0,None
ZTF18abmotub,No_TNS,None,-99.0,None
ZTF21aaplcvk,Yes_TNS,None,-99.0,ALeRCE
ZTF19aadmkgz,No_TNS,None,-99.0,None
ZTF20abanuvb,No_TNS,None,-99.0,None
ZTF18abumhwl,No_TNS,None,-99.0,None
ZTF18abyoqjy,No_TNS,None,-99.0,None
ZTF19aaoshjh,No_TNS,None,-99.0,None
ZTF20acgided,Yes_TNS,SN II,0.017,ALeRCE
ZTF18aaymimc,No_TNS,None,-99.0,None
ZTF19aalxvzx,No_TNS,None,-99.0,None
ZTF18acdywlu,No_TNS,None,-99.0,None
ZTF18acjfeid,No_TNS,None,-99.0,None
ZTF18abtuntm,No_TNS,None,-99.0,None
ZTF18acchtbc,No_TNS,None,-99.0,None
ZTF18abrzcco,No_TNS,None,-99.0,None
ZTF18aceunoa,No_TNS,None,-99.0,None
ZTF18acdvxnn,No_TNS,None,-99.0,None
ZTF19abiatem,No_TNS,None,-99.0,None
ZTF19abwoldd,No_TNS,None,-99.0,None
ZTF21aarigez,Yes_TNS,None,-99.0,ALeRCE
ZTF18acvqdrj,No_TNS,None,-99.0,None
ZTF20aadyodc,No_TNS,None,-99.0,None
ZTF18acfppib,No_TNS,None,-99.0,None
ZTF19acvrkgs,No_TNS,None,-99.0,None
ZTF18abqmhgu,No_TNS,None,-99.0,None
ZTF18abjwtfl,No_TNS,None,-99.0,None
ZTF20actxmzg,No_TNS,None,-99.0,None
ZTF19aamqzqz,No_TNS,None,-99.0,None
ZTF18achsklv,No_TNS,None,-99.0,None
ZTF18abuvwpi,No_TNS,None,-99.0,None
ZTF21aasjrws,Yes_TNS,None,-99.0,ALeRCE
ZTF18abotdgb,No_TNS,None,-99.0,None
ZTF18abtoptd,No_TNS,None,-99.0,None
ZTF18aczezak,No_TNS,None,-99.0,None
ZTF19abaoxph,No_TNS,None,-99.0,None
ZTF19abkshfp,No_TNS,None,-99.0,None
ZTF19abdyezz,No_TNS,None,-99.0,None
ZTF20aaeairc,No_TNS,None,-99.0,None
ZTF18abhxiln,No_TNS,None,-99.0,None
ZTF20acuixxp,Yes_TNS,None,-99.0,ZTF
ZTF21aafxjcj,No_TNS,None,-99.0,None
ZTF20abmkslr,No_TNS,None,-99.0,None
ZTF18abvlljw,No_TNS,None,-99.0,None
ZTF18aaytsrm,No_TNS,None,-99.0,None
ZTF20acirwrp,No_TNS,None,-99.0,None
ZTF19aasfvsk,No_TNS,None,-99.0,None
ZTF20aaumutb,No_TNS,None,-99.0,None
ZTF18abrbcqb,No_TNS,None,-99.0,None
ZTF19acgszju,No_TNS,None,-99.0,None
ZTF19acickew,No_TNS,None,-99.0,None
ZTF20aakeyzl,No_TNS,None,-99.0,None
ZTF20acittag,No_TNS,None,-99.0,None
ZTF19aadjkcl,No_TNS,None,-99.0,None
ZTF18abtmkgl,No_TNS,None,-99.0,None
ZTF19aawkbek,No_TNS,None,-99.0,None
ZTF19abiinmg,No_TNS,None,-99.0,None
ZTF19aanuyjv,No_TNS,None,-99.0,None
ZTF19aagdsdn,No_TNS,None,-99.0,None
ZTF19aasiqbb,No_TNS,None,-99.0,None
ZTF19ackxpgy,No_TNS,None,-99.0,None
ZTF18aauaxkq,No_TNS,None,-99.0,None
ZTF18achbdzr,No_TNS,None,-99.0,None
ZTF21aacvadg,No_TNS,None,-99.0,None
ZTF19aargyjz,No_TNS,None,-99.0,None
ZTF18abwkepl,No_TNS,None,-99.0,None
ZTF18abchckx,No_TNS,None,-99.0,None
ZTF18aadsuxd,Yes_TNS,SN II,0.03057,ZTF
ZTF20acpumut,Yes_TNS,SN Ia,0.082,ALeRCE
ZTF19aasenju,No_TNS,None,-99.0,None
ZTF19aaktezq,No_TNS,None,-99.0,None
ZTF18abccqbh,No_TNS,None,-99.0,None
ZTF18aajrhfi,No_TNS,None,-99.0,None
ZTF18aacbznm,No_TNS,None,-99.0,None
ZTF18aamrzan,No_TNS,None,-99.0,None
ZTF17aadpiic,No_TNS,None,-99.0,None
ZTF21aajgdpo,Yes_TNS,SN II,0.036088001,ALeRCE
ZTF19aalands,No_TNS,None,-99.0,None
ZTF21aahfjbs,Yes_TNS,SN Ia-pec,0.073,ATLAS
ZTF19aasctnd,No_TNS,None,-99.0,None
ZTF19aasfbpu,No_TNS,None,-99.0,None
ZTF18aaybzge,No_TNS,None,-99.0,None
ZTF18aasgsbp,No_TNS,None,-99.0,None
ZTF18abuqiik,No_TNS,None,-99.0,None
ZTF20aaoinjt,No_TNS,None,-99.0,None
ZTF19aargnws,No_TNS,None,-99.0,None
ZTF19abtsreu,No_TNS,None,-99.0,None
ZTF18aapswhv,No_TNS,None,-99.0,None
ZTF18abumbdx,No_TNS,None,-99.0,None
ZTF20acvjzbc,Yes_TNS,None,-99.0,ALeRCE
ZTF18abkateo,No_TNS,None,-99.0,None
ZTF18acnntch,No_TNS,None,-99.0,None
ZTF19acyfoat,No_TNS,None,-99.0,None
ZTF18abxvyak,No_TNS,None,-99.0,None
ZTF19aamthei,No_TNS,None,-99.0,None
ZTF18adbqlgb,No_TNS,None,-99.0,None
ZTF19aaoqzoy,No_TNS,None,-99.0,None
ZTF18abhorht,No_TNS,None,-99.0,None
ZTF18abxsbwj,No_TNS,None,-99.0,None
ZTF18aaabcdb,No_TNS,None,-99.0,None
ZTF18abuirux,No_TNS,None,-99.0,None
ZTF19abypeof,No_TNS,None,-99.0,None
ZTF18abuztvl,No_TNS,None,-99.0,None
ZTF18aceaxrr,No_TNS,None,-99.0,None
ZTF18acbwqng,No_TNS,None,-99.0,None
ZTF18abspdwc,No_TNS,None,-99.0,None
ZTF18abidnul,No_TNS,None,-99.0,None
